id,min,eng
25604,"Sangaik mamanekan, pulang baliak ka kampus sore bana ditambah karajo kelompok nan indak ado abisnyo, deadline tugas mepet bana pulo","Hella tiring, going back and forth from and to the campus at late afternoon on top of the endless group projects, the deadlines for the assignments are also hella tight."
25605,Bali punyo banyak pulau nan bisa dikujuangan.,Bali has lots lots of islands to be visited
25606,"Awak makan pagi di restoran lantai 18 ko tu kebetulan awak dapek tampek duduak di lua atau balkon. Busa tampek duduaknyo bantuak banyak noda kumuah. Angin kancang sampai makan pagi ndak nyaman. Awak saranan bilo sanak makan di restoran ko, piliah tampek duduak di dalam untuak labiah nyaman.","I had breakfast in this restaurant on the 18th floor and I just so happened to get the outdoor seat or the balcony. The seat cushion had a lot of dirt in it. Not to mention the strong wind gave us a lousy breakfast experience. If you wanna eat in this resto, make sure to eat inside, it's a lot more comfortable that way."
25607,Paluehan kiliang minyak pt pertamina mampakarajoan 20 ribu labiah tanago karajo.,"The expansion of the oil refinery owned by Pertamina, Ltd. has employed over 20 thousand workers"
25608,"Restoran di padma hotel tamasuak salah satu tampek nan nyaman dan rancak dengan pamandangan bukik, lambah jo pohon-pohon hijau. Sahinggo bisa manikmati makanan dengan suasano nan babeda. Makanan di siko cukuik baragam dan banyak piliahan indak jauah beda jo restoran-restoran lain di bandung, tapi di siko ado menu piliahan tradisional nan mambuek sanak bisa marasoan khas makanan nan babeda sambia manikmati alam.","The restaurant in Padma Hotel is one of the comfiest places with breathtaking views of the hills, valleys, and green trees. Because of those, we can enjoy the meals in a different atmosphere. The food here is quite varied and has a lot of options, not unlike other restos in Bandung. But here, there's a selection of traditional menus that'll give you a unique taste as you enjoy nature's beauty."
25609,Kini ndak zaman janji. Km rakyat lah bosan alias muak,This ain't the time for promises anymore. We the people are tired aka sick of it
25610,Awak jo suami biasonyo manginap di jimbaran pas pai ka bali,My husband and I usually stay in Jimbaran when we visit Bali.
25611,"Binguanglah, salalu se ndak bisa ikuik ngumpua dek emang rami bana. Yolah yo bantuaknyo emang labiah lamak awak drive thru se dek di pusaik kota posisinyo sumpah mcd ko paliang ramai.","I'm perplexed, I can't seem to join my hangouts because this place is just always this packed. Well it is what it is, seems like I better just drive-thru considering it's located in downtown I swear to God this McD is the most crowded."
25612,"Panakuik tapi soksikan indak takuik, diajak nonton film horror oke ayok, salasai manonton indak bagak ka kamar mandi.","Scaredy-pants trying to act tough, offered to watch a horror movie and went ""yeah, sure,"" then becomes not brave enough to go to the bathroom after watching."
25613,"Kualitas lounge sabana mangecewakan. Jauah dari eskalator, malalui lorong-lorong kumuah. Desain sampik mamanjang.","The lounge's quality is very disappointing. Far from the escalator, and you;ll need to go through dirty alleys. The design's long and narrow."
25614,"Meskipun indak pernah mandapekan gubug tapi sawah, namun pesona dan kenyamanan makan di gubug lain indak manjadi nilai minus untuak tampek makan ko. Banyak gubug nan nyaman untuak dijadian tampek basantap, kualiteh makanannyo pun super dan lamak. Cubo ikan baka daun, wangi, padeh, dan sedap bana.","Even though we never got the hut on the side of the ricefields, the other huts offer the same charming and comfortable experience that in no way deducts any points from this eatery. Lots of the huts are perfect places to dine in, the food quality is also super great. Try the leaf-wrapped grilled fish, it's aromatic, spicy, and hella flavourful."
25615,Kalau urusan makanan yang lamak-lamak bantuaknyo ikolah rajonyo. Ndak cuma makanan yang mantap tapi suasananyo pun samakin angek apolai basamo kaluarga atau kawan. Lagu-lagunyo juo mahibur bana.,"When it comes to delectable food, it seems that this place is the king. Aside from the amazing food, the atmosphere is also warmer especially when together with families or friends. The songs are also very entertaining."
25616,"Alah babarapo kali makan di tampek ko. Menu marupakan menu khas sunda, tarutamo tasadio menu nan alah jarang basobok di rumah makan lainnyo di bandung. Raso makanan, lamak bana","I've eaten several times here. It's a Sundanese menu, especially menu that is hardly found in other restaurants in Bandung. The food is so delicious."
25617,Rakyat ko alah panek mandangaan kecek politikus ko kalau elok kecekan selah elok. Baa kok sado nan dikarajoan dek pemerintah. Sadonyo ndak ado nan bana.,"The people have had enough of politican's ramblings. If it's good, just say it's good. Why can't the government do anything right?"
25618,"Manunggu mal istana plaza bukak di pagi hari, sarancaknyo singgah di mangkok ayam di pelataran lantai 1 istana plaza, babagai macam menu piliahan indonesia food, chinese food tasadio. Sarancaknyo dicubo mi ayam rica sabana sangaik pueh sambia minum kopi di pagi hari.","If you're waiting for Istana Plaza Mall to open in the morning, you better try going to Mangkok Ayam in the courtyard of Istana Plaza's first floor. Lots of menus and options are available, including Indonesian and Chinese food. Mi Ayam Rica is highly recommended, really satisfying and goes well with your morning coffee."
25619,"Makan di siko cukuik nikmat karano menunyo baragam, mulai dari menu Indonesia, asia, hinggo tiongkok. Sahinggo bisa mancubo raso nan baragam. Rasonyo indak kalah lamak lo do. Tampeknyo cukuik nyaman, pelayanannyo pun capek","Eating here is pretty enjoyable because of the varied menus, from Indonesian, Asian, and even Chinese menu. Because of that, we can try many tastes here, and all of them taste great. The place is pretty comfortable, and the service is also quick"
25620,Makan di ateh gunuang jo pamandangan lampu kota kalau malam sabana rancak. Makanannyo lamak haragonyo standar bantuak kafe nan lain.,"Dining at the top of the mountain accompanied by the nighttime scenery of streetlights illuminating the city is so beautiful. The food is also great, and the price follows the standards of other cafes."
25621,"Sabananyo agak lawak juo sih ka banduang, tapi kok makan pizza hut. Hanyo dek sadang nio pizza. Rasonyo ndak babeda jo nan di Jakarta.","It's kinda funny honestly, going all the way to Bandung, only to eat at Pizza Hut. Just because I wanna eat some pizza. The taste is no different from the ones in Jakarta"
25622,"Dulu suko bana makan di siko pas samo di jakarta, baru tau kalau di banduang ado lo. Tampeknyo lamak bana. Banyak piliahan suasana nan bisa dipiliah, nio di lua, indoor, marokok atau ndak, ado tampek untuak sagalo macam pambali. Makanannyo lamak lo sih. Yo pasta-pasta ala urang indonesia.","I used to like eating in this place a lot when I was in Jakarta. Just found out that they're also in Bandung. The place is amazing. Lots of atmosphere to choose from, whether outdoor, indoor, smoking or no-smoking, there's a place for all types of customer. The food is also good, too. You know, typical Indonesian pastas"
25623,Untuak apo kau sakolah tinggi-tinggi tapi mangecek macam anjiang manggonggong.,What good is your education when you can only talk like a barking dog?
25624,"Rancak dan nyaman tampek, tampeknyo rekomendasi bana untuak makan malam. Tibo jo pasangan dilayani samo uni dela, dijalehan detail dan ramah bana. Menunyo baragam dan lamak, pas tibo awak jo pasangan mancuboan menu lokal dan asiangnyo, kaduonyo samo-samo lamak. Untuak saran se, jan tibo ka tampek ko, bisa-bisa malah bolak-baliak tibo, hehehehe. Pamandangannyo luar biaso.","Great and comfy place, highly recommended for dinner. Came with the partner and served by Mbak Dela, was explained to in detail and super kind. The menu is varied and delicious, when I came here with my partner to try its local and foreign menus, both are equally tasty. Just a word of advice. don't come to this place or else you will keep coming back for more, hehehehe. The scenery is breathtaking."
25625,"Untuak nan suko manih, cubo nasi ayam jamurnyo. Kalau ndak suko, cubo piliah nasi ikan asin. Yang takenal satenyo, disajian di ateh piriang angek. Piliahan lain nan banyak dipasan adolah tahu goreang.","For you sweet tooths out there, try the rice with chicken and mushroom. If that's not your taste, try getting the rice with salted fish. The satay is the most popular, served on a hot plate. Another option that people love is the fried tofu."
25626,Awak suko bana makan di siko. Haragonyo indak talalu maha dan rasonyo lamak. Nan paliang awak suko jamur panggangnyo. Banyak kejunyo dan lembut. Tiok kali ka siko pasti order iko.,I really like eating here. The price is not too expensive and the flavour is wondrous. What I enjoy here the most is the grilled mushrooms. Tender with lots of cheese. I order it every time I come here.
25627,"Di restoran itu tasadio banyak piliahan makanan, mulai dari nan murah hinggo nan maha","In that restaurant, lots of choices are available, from cheap ones to expensive ones."
25628,Tampek yang nyaman dan alami untuak mambaok keluarga relaks suasana kampuang alami. Mengenalan anak pdo alam,A comfortable and natural place for family to relax in the rustic village atmosphere. Getting kids to know nature.
25629,"Alah saminggu iko pdam di daerah kami indak maalia, apo stok aia pdam abih. Tangguang jawab lah",It's been a week and the tap water in our region still isn't available. Do you run out of water? Please take care of this
25630,Karajo dari pagi sampai pagi lo liak tu cuma ka manyiksa diri surang. Jadi ndak usah balabiahan kalau soal karajo.,"You're just torturing yourself, working all day every day. When it comes to working, don't push yourself too hard"
25631,"Raso makanan ndak samewah haragonyo. Overpriced untuak pangunjuang kaluarga, grup kawan atau bisnis.","The food's taste isn't as fancy as the cost. Overpriced for family visitors, friend groups, or business partners."
25632,"Kalau singgah ka sukabumi, jan lupo mancubo bubua ayam hamid. Asli, lamak bana, beda jo bubua ayam di tampek lain. Suiran ayamnyo lumayan banyak, bumbunyo juo taraso bana, apolai kito makannyo ditambah sate ati atau tambunsu. Dijamin bakal katagihan!","If you're visiting Sukabumi, don't forget to try Bubur Ayam Hamid. For real, it's so good, so unlike any other chicken porridge places. There's quite a lot of shredded chicken, the spices are spot on, especially when coupled with sate ampela or usus. You'll want more for sure! "
25633,Tolonglah pihak telkomsel di revisi harago-harago paket internetnyo salangik.,"Please, anyone from Telkomsel, revise the prices of your internet plans, they're off the roof"
25634,Yang tahormat tolong lah respon pasan wak. Tarimo kasih,"Dear Sir/Madam, please respond to my message. Thank you"
25635,Ndak hanyo namonyo sajo swike waled. Rasonyo samo lamaknyo jo yang di desa waled cirebon kuahnyo tauconyo asinnyo pas. Swieke gorengnyo lamak lo. Tapi haragonyo agak maha dibandiang swike di cirebon.,"Not only in name is this Swike Waled. The flavour has the same tastiness as the dishes in Waled Village, Cirebon. The Tauco Soup has the right amount of saltiness. The fried Swikee is delicious, too. It's just that the cost is  a bit on the expensive side, compared to the swike in Cirebon."
